id_cliente,nombre,apellido,edad,antiguedad_laboral,ingresos_anuales,puntaje_credito,monto_prestamo,proposito_prestamo,estado_pago
14278,Luis,Ortiz,28,0,21358004,520,12274786,Personal,No Pagado
14279,Lucía,González,37,10,24035336,495,8740288,Coche,Pagado
14280,Camila,Rojas,41,10,30422547,516,20144995,Personal,No Pagado
14281,Sebastián,González,58,13,44565328,546,27140064,Vivienda,Pagado
14282,Sebastián,Ramírez,22,4,11844414,479,3306965,Vivienda,Pagado
14283,María,Guerrero,49,14,42331912,458,22676704,Personal,Pagado
14284,Fernando,Medina,47,11,32581194,596,16786606,Coche,Pagado
14285,Santiago,Rojas,30,3,16741395,506,8552443,Vivienda,Pagado
14286,Nicolás,Guerrero,40,3,24597911,511,10445455,Personal,Pagado
14287,Gabriela,Ramos,33,7,38279770,441,13760282,Vivienda,No Pagado
14288,Valentina,Reyes,39,9,21909679,557,11219573,Coche,Pagado
14289,Gabriel,Torres,53,15,44780615,545,22016039,Personal,Pagado
14290,Luis,Ruiz,44,15,33441818,623,21291624,Coche,Pagado
14291,Diana,García,43,6,31249359,574,21554064,Vivienda,Pagado
14292,Luis,Mendoza,33,4,29219654,606,7676719,Personal,No Pagado
14293,Julián,Medina,23,0,21374093,500,6460944,Educacion,No Pagado
14294,Andrea,Morales,35,6,24796517,584,6482747,Vivienda,No Pagado
14295,Julián,Rojas,50,14,33610879,592,13663338,Vivienda,Pagado
14296,Laura,Rojas,22,1,21510704,465,12596786,Educacion,Pagado
14297,Luis,Cruz,27,1,24161885,514,10217976,Negocio,Pagado
14298,María,Aguilar,39,6,29175152,491,8562740,Vivienda,Pagado
14299,Sebastián,Reyes,28,8,27009721,622,5986159,Personal,Pagado
14300,Laura,Rojas,30,11,24970852,506,6472177,Vivienda,Pagado
14301,Valentina,Ramos,33,6,22864812,520,10221758,Coche,Pagado
14302,José,Vargas,24,0,19219810,516,11754000,Coche,Pagado
14303,Ana,Gómez,28,7,26995163,448,8598329,Coche,No Pagado
14304,Felipe,García,45,7,36146251,628,12892707,Coche,Pagado
14305,Carlos,Vargas,24,0,21745813,439,10652689,Negocio,Pagado
14306,David,Sánchez,22,0,14197105,418,8991560,Educacion,No Pagado
14307,Santiago,González,31,1,31709405,509,9273603,Personal,Pagado
14308,Carlos,Hernández,45,11,34488095,484,18015811,Vivienda,No Pagado
14309,Héctor,Aguilar,36,4,27405421,614,10718844,Vivienda,Pagado
14310,Mariana,Ramos,33,6,20406720,505,6743706,Vivienda,Pagado
14311,Fernando,Bermúdez,38,8,29830724,357,16692080,Negocio,No Pagado
14312,Ana,Díaz,22,0,20661188,501,4493729,Vivienda,Pagado
14313,Ana,Mendoza,42,9,37412553,579,19919479,Coche,Pagado
14314,Camilo,Aguilar,41,9,40809703,524,27453094,Educacion,Pagado
14315,Natalia,Flores,33,8,30401174,448,17696302,Personal,No Pagado
14316,Gabriel,Hernández,48,13,40184565,559,14803988,Educacion,Pagado
14317,Nicolás,Flores,26,4,19768524,473,7500450,Educacion,No Pagado
14318,Marcela,Gómez,49,15,36891297,512,12899185,Personal,Pagado
14319,Héctor,Rivera,39,10,37051242,482,19713475,Vivienda,Pagado
14320,Fernando,Mendoza,34,10,33955351,535,8741968,Vivienda,Pagado
14321,Mariana,Rodríguez,37,4,23214936,578,5330451,Personal,Pagado
14322,Nicolás,Ruiz,36,6,32415479,556,7861520,Coche,Pagado
14323,Sofía,Martínez,50,19,45651918,477,14559266,Negocio,Pagado
14324,Gabriela,Aguilar,27,2,16230955,534,7294459,Personal,Pagado
14325,Andrés,López,30,0,25502284,555,17462575,Personal,Pagado
14326,Camila,Reyes,48,12,33152267,638,22295368,Personal,Pagado
14327,Daniela,Medina,32,5,13853535,459,5639142,Negocio,Pagado
14328,Sofía,Medina,47,5,34199487,556,12212231,Coche,No Pagado
14329,Diego,Mendoza,54,20,46489073,614,18662798,Personal,Pagado
14330,Diego,Hernández,33,3,25224645,491,8182018,Educacion,No Pagado
14331,Juan,Pérez,44,12,50335534,590,16923003,Negocio,Pagado
14332,Catalina,Cruz,26,1,22694256,500,10721292,Vivienda,No Pagado
14333,Gabriela,Flores,45,8,35735709,508,23539430,Personal,Pagado
14334,Juan,Castillo,39,5,32347956,496,16523293,Vivienda,Pagado
14335,Alejandra,Martínez,42,7,30593404,614,21439294,Personal,Pagado
14336,Daniela,Bermúdez,31,8,31247395,463,13209666,Personal,No Pagado
14337,Luis,Hernández,22,0,19805009,425,7590038,Personal,Pagado
14338,Miguel,Rojas,43,9,35775858,569,22961847,Educacion,No Pagado
14339,Mariana,Rodríguez,22,0,14879398,485,9083106,Personal,No Pagado
14340,Ana,Castro,34,10,21378348,448,8861738,Vivienda,No Pagado
14341,Nicolás,Díaz,47,17,37293069,532,14918976,Personal,Pagado
14342,Miguel,Ramírez,39,12,34413169,494,9175729,Personal,Pagado
14343,Natalia,Gutiérrez,57,19,44376502,554,26373257,Coche,Pagado
14344,Mariana,Ortiz,48,14,40658635,704,12433607,Personal,Pagado
14345,Daniela,Rivera,31,1,22638190,497,12617340,Negocio,No Pagado
14346,Sofía,Gómez,38,7,32552897,487,13743494,Personal,Pagado
14347,Camilo,Rojas,37,5,24115879,640,15294402,Personal,Pagado
14348,Nicolás,Rivera,22,0,18964450,538,6680468,Educacion,No Pagado
14349,Ricardo,Rivera,28,6,20795229,545,1000000,Negocio,Pagado
14350,David,Gutiérrez,32,3,17508585,467,8921304,Negocio,Pagado
14351,Ricardo,Ramírez,22,4,18774229,554,9557948,Educacion,No Pagado
14352,Andrea,Reyes,38,11,39681587,584,11164862,Negocio,Pagado
14353,Laura,Ruiz,35,8,21707117,531,14471148,Educacion,No Pagado
14354,Carolina,Morales,22,2,19396961,395,8922876,Personal,No Pagado
14355,Alejandro,Reyes,42,8,37187885,547,18684902,Educacion,Pagado
14356,Isabela,Ruiz,45,17,50100153,657,29904261,Vivienda,Pagado
14357,Nicolás,Castillo,40,9,29935335,552,12966595,Vivienda,Pagado
14358,Catalina,Sánchez,34,7,24839996,501,16234224,Personal,Pagado
14359,Camilo,Flores,43,9,28366539,534,17333945,Coche,Pagado
14360,Paula,Castillo,44,8,40102581,546,20601525,Coche,Pagado
14361,Miguel,Rodríguez,41,11,29462928,498,12626947,Educacion,Pagado
14362,Héctor,Sánchez,29,4,21947017,506,10758774,Vivienda,Pagado
14363,Paula,Rivera,40,7,22355310,615,14598194,Personal,Pagado
14364,Sofía,Ruiz,49,9,42219859,641,15550015,Vivienda,Pagado
14365,Nicolás,García,32,1,30191291,478,12969781,Vivienda,No Pagado
14366,Paola,Aguilar,58,22,52628875,666,17089202,Educacion,Pagado
14367,Fernando,Gómez,32,3,17173373,555,10475301,Personal,No Pagado
14368,Camilo,Mendoza,38,7,33435755,571,15546173,Personal,Pagado
14369,Sofía,Ruiz,31,9,18636648,535,7844564,Vivienda,Pagado
14370,Natalia,Reyes,40,6,31490201,489,19531303,Coche,No Pagado
14371,Felipe,Díaz,22,0,19025387,467,8834420,Personal,No Pagado
14372,Luis,Díaz,32,3,26750916,564,14152965,Personal,Pagado
14373,Lucía,Morales,27,7,26473182,439,7230737,Vivienda,No Pagado
14374,David,Reyes,39,14,33759831,482,14405254,Negocio,Pagado
14375,Lucía,Hernández,47,15,29187852,573,15468444,Negocio,Pagado
14376,Nicolás,Rojas,44,13,39075605,511,20649133,Coche,Pagado
14377,Gabriela,Medina,22,0,18488040,534,9979160,Educacion,No Pagado
14378,Carolina,Pérez,58,24,44686901,550,20101667,Personal,Pagado
14379,José,Rojas,40,10,24953012,550,10369105,Vivienda,Pagado
14380,Diana,Rojas,30,7,33300110,534,12786145,Coche,Pagado
14381,Héctor,García,39,8,37556502,514,13804888,Educacion,No Pagado
14382,Catalina,Vargas,39,8,34929787,526,15432998,Personal,Pagado
14383,Nicolás,Cruz,31,9,23618500,476,13090186,Vivienda,No Pagado
14384,Andrés,Ramos,39,10,19615022,531,9754120,Personal,Pagado
14385,Catalina,Ruiz,31,9,30823395,465,7703462,Coche,Pagado
14386,Mariana,Gutiérrez,33,6,28833433,509,11861379,Educacion,Pagado
14387,Miguel,Bermúdez,31,2,22326688,554,4139370,Educacion,No Pagado
14388,Mariana,Medina,23,0,24224031,432,7298612,Coche,Pagado
14389,Laura,Rojas,39,9,36039987,513,12441933,Personal,Pagado
14390,Mariana,Gómez,43,9,35080477,578,10070076,Educacion,No Pagado
14391,Luis,Castillo,43,7,33575292,435,19796306,Vivienda,Pagado
14392,Miguel,Bermúdez,46,16,39054838,661,27646669,Educacion,Pagado
14393,Natalia,Rodríguez,41,8,35999699,602,10764094,Personal,Pagado
14394,Sofía,Ortiz,32,5,21712618,431,15038144,Vivienda,No Pagado
14395,José,Cruz,46,13,39729915,444,20627732,Coche,No Pagado
14396,Paola,Rivera,24,0,14597045,493,11355072,Personal,No Pagado
14397,Camila,Cruz,28,7,31082775,448,9097237,Negocio,No Pagado
14398,Alejandra,Vargas,28,0,24260642,560,16218067,Vivienda,Pagado
14399,Diego,Gutiérrez,48,14,35758858,584,24792537,Personal,Pagado
14400,Diana,Díaz,47,13,38602979,568,25954307,Personal,Pagado
14401,Alejandra,Hernández,42,10,29731068,513,15953106,Coche,No Pagado
14402,Catalina,Rivera,48,9,44720564,655,10378112,Personal,Pagado
14403,Daniela,Ramos,29,6,32714379,555,8709996,Vivienda,Pagado
14404,Ana,Aguilar,41,12,37681118,579,25548436,Vivienda,Pagado
14405,Santiago,Bermúdez,36,5,36183282,599,11295025,Personal,Pagado
14406,Paula,Bermúdez,46,14,38758979,503,14724312,Personal,Pagado
14407,Julián,Hernández,36,8,33417562,602,8797296,Vivienda,Pagado
14408,Gabriela,Rojas,34,2,32123622,511,18339946,Vivienda,Pagado
14409,Carolina,Bermúdez,43,8,33771282,567,18020354,Personal,Pagado
14410,Laura,Ramírez,46,15,38755519,550,23101774,Personal,Pagado
14411,Ana,Bermúdez,31,5,30068283,414,18407107,Vivienda,No Pagado
14412,Juan,Vargas,37,6,32632489,586,14849247,Personal,Pagado
14413,Paula,Rojas,27,0,17222696,400,7710379,Negocio,No Pagado
14414,Luis,López,22,0,8000000,430,3088797,Educacion,No Pagado
14415,Camila,Reyes,40,8,31122359,515,11831253,Vivienda,Pagado
14416,Diana,Rodríguez,44,8,23915429,439,13995188,Personal,No Pagado
14417,Sebastián,Morales,40,4,25444913,477,13289081,Educacion,No Pagado
14418,Gabriela,Castillo,22,3,14828565,500,6385563,Vivienda,Pagado
14419,José,Díaz,34,9,25956788,503,5548321,Educacion,Pagado
14420,Mariana,Rojas,22,0,22102190,476,9761686,Coche,No Pagado
14421,Carolina,Sánchez,51,15,46588397,525,17685891,Personal,Pagado
14422,Isabela,Díaz,27,0,23543703,506,6555285,Educacion,Pagado
14423,Laura,Rodríguez,50,13,43162534,553,28637058,Vivienda,Pagado
14424,Camilo,Morales,47,11,40680602,472,12281059,Coche,Pagado
14425,Carlos,López,28,2,9915850,488,4082979,Personal,Pagado
14426,Paula,García,26,8,23650988,433,10885442,Personal,No Pagado
14427,Paula,Aguilar,41,8,23617706,588,14298782,Vivienda,Pagado
14428,Lucía,Ramos,29,1,25145697,488,14751964,Personal,No Pagado
14429,Alejandro,Guerrero,39,6,20134459,671,10316334,Vivienda,Pagado
14430,Ana,Díaz,33,9,27297807,574,9298067,Personal,Pagado
14431,Diego,Sánchez,22,0,20738848,483,11738858,Educacion,Pagado
14432,Valentina,Vargas,22,0,12411210,518,6068551,Personal,No Pagado
14433,Julián,Medina,40,13,38808579,429,14570756,Educacion,Pagado
14434,Fernando,Vargas,32,6,28933110,572,3211102,Negocio,Pagado
14435,Mariana,Martínez,32,6,28304123,474,18258999,Personal,No Pagado
14436,Camilo,González,44,17,41490007,560,17077045,Vivienda,Pagado
14437,Héctor,Hernández,49,14,38003999,526,15072441,Coche,Pagado
14438,Héctor,Mendoza,35,4,28159594,492,10982692,Coche,No Pagado
14439,Héctor,Rojas,34,5,27250257,513,8770730,Personal,Pagado
14440,Paola,Sánchez,43,7,33337255,553,16926058,Personal,No Pagado
14441,Diego,Hernández,24,5,17839844,492,1152205,Personal,Pagado
14442,Camilo,Hernández,40,11,26987339,538,15860751,Coche,Pagado
14443,Diana,López,43,14,34515708,460,21454515,Personal,No Pagado
14444,Alejandro,Pérez,44,15,35240260,680,20394820,Coche,Pagado
14445,Mariana,Bermúdez,22,0,14316345,499,7902656,Vivienda,No Pagado
14446,Nicolás,Bermúdez,30,1,27460268,537,9360105,Coche,Pagado
14447,Daniela,Castillo,29,3,17538966,487,3624344,Educacion,No Pagado
14448,Andrea,Ortiz,38,5,28742454,486,16747554,Educacion,No Pagado
14449,María,Pérez,42,10,39831698,558,21280922,Personal,Pagado
14450,Julián,Martínez,52,18,47745646,594,22464459,Negocio,Pagado
14451,Diego,Sánchez,33,5,32681469,595,19369619,Coche,Pagado
14452,Ricardo,García,33,6,24046097,633,8756541,Educacion,Pagado
14453,Alejandro,García,49,13,43321440,650,15247826,Coche,Pagado
14454,Fernando,Díaz,40,11,27885148,441,14774999,Vivienda,Pagado
14455,Gabriela,Hernández,50,12,38220630,543,15658651,Coche,Pagado
14456,Felipe,Torres,40,2,28691220,557,11292563,Personal,Pagado
14457,David,Vargas,26,3,18720798,477,6325956,Personal,Pagado
14458,Isabela,Medina,24,4,18990930,492,8059783,Personal,No Pagado
14459,Julián,Díaz,22,1,15933120,369,8815433,Educacion,No Pagado
14460,Ricardo,López,44,9,29888030,600,11825692,Negocio,Pagado
14461,Paola,Hernández,49,10,42482067,465,12832035,Educacion,Pagado
14462,Santiago,Morales,56,18,44687749,500,30596364,Negocio,Pagado
14463,Valentina,Medina,46,12,38207182,503,15590990,Negocio,No Pagado
14464,Diana,Ruiz,49,13,40218884,562,16411705,Vivienda,Pagado
14465,Mariana,Medina,32,10,28273632,429,13298654,Personal,No Pagado
14466,Diego,García,26,0,20864022,442,11933008,Coche,No Pagado
14467,Camilo,Hernández,46,17,37672913,622,11243232,Vivienda,Pagado
14468,Catalina,Ramírez,42,10,41091984,544,15984289,Vivienda,Pagado
14469,Daniel,Cruz,39,3,33203723,562,20238227,Coche,Pagado
14470,Felipe,Rivera,41,9,33091910,476,19623217,Personal,Pagado
14471,Diego,Martínez,41,12,31964727,540,14232724,Personal,Pagado
14472,Daniela,Flores,50,13,39405895,562,17753985,Coche,No Pagado
14473,Gabriel,Cruz,50,10,40888107,526,11262171,Personal,Pagado
14474,Paula,Martínez,43,10,42099700,550,22255594,Vivienda,Pagado
14475,Santiago,Díaz,46,9,29134762,450,6857420,Vivienda,Pagado
14476,Paola,Rodríguez,43,12,38698873,575,22073043,Coche,Pagado
14477,Miguel,Castro,33,8,33433618,502,22356269,Personal,No Pagado
14478,Valentina,López,45,8,27566407,537,13550289,Coche,Pagado
14479,Diego,Rojas,24,0,18294245,540,12168594,Negocio,No Pagado
14480,Diana,Ortiz,48,15,34277410,585,12857648,Educacion,Pagado
14481,Gabriela,Rivera,26,0,22552648,483,9487315,Negocio,No Pagado
14482,Gabriela,Rodríguez,40,6,29408245,478,17674814,Negocio,No Pagado
14483,Camila,Reyes,29,0,21549304,581,7460076,Vivienda,Pagado
14484,Sofía,Martínez,43,12,33344720,475,13024338,Educacion,Pagado
14485,Andrés,Torres,37,8,33800817,569,14396240,Vivienda,Pagado
14486,Camila,Morales,22,0,19145164,401,11428636,Personal,Pagado
14487,Andrés,Mendoza,42,10,35154633,598,19741331,Coche,Pagado
14488,Lucía,Ramírez,32,10,28803109,574,11961407,Personal,Pagado
14489,Ricardo,Flores,46,9,38862454,454,22533349,Personal,Pagado
14490,Ana,Ruiz,38,2,27090140,558,12194806,Coche,Pagado
14491,Diana,Cruz,41,11,42303873,568,23114102,Personal,No Pagado
14492,Gabriela,Martínez,28,3,16626026,541,8765511,Vivienda,Pagado
14493,Miguel,Morales,32,3,16570407,533,5386248,Educacion,Pagado
14494,Miguel,Bermúdez,33,7,18356597,463,12348918,Personal,Pagado
14495,Daniel,Ruiz,46,15,28002059,542,12179351,Educacion,Pagado
14496,Gabriel,Ruiz,54,9,44165849,673,25824315,Vivienda,Pagado
14497,Diana,Ruiz,29,2,25756838,449,11167053,Educacion,Pagado
14498,Isabela,Medina,48,20,47638882,586,34024379,Vivienda,Pagado
14499,José,Rivera,22,2,13516808,550,1353710,Vivienda,Pagado
14500,Andrés,Aguilar,26,4,25727307,448,8660870,Vivienda,No Pagado
14501,Fernando,González,28,7,24684120,429,11215021,Educacion,Pagado
14502,Paula,Pérez,24,1,20432932,425,6519524,Personal,Pagado
14503,Natalia,Ramírez,22,2,21928114,512,8255707,Coche,No Pagado
14504,Sebastián,Ruiz,42,12,31018591,475,15584917,Personal,Pagado
14505,Valentina,Gutiérrez,35,8,41936245,526,25408752,Educacion,Pagado
14506,Paula,Ruiz,41,9,39659401,622,19558135,Vivienda,Pagado
14507,María,Sánchez,44,12,33341470,548,18141071,Vivienda,No Pagado
14508,Nicolás,Rivera,40,7,26146309,495,19855577,Coche,Pagado
14509,Paola,Ramos,44,11,35160479,559,20836898,Coche,Pagado
14510,Ana,Rodríguez,37,4,29511292,528,10213412,Coche,Pagado
14511,Santiago,Torres,26,0,25728076,527,10972607,Vivienda,No Pagado
14512,Diego,Ortiz,48,12,32556395,650,8963011,Coche,Pagado
14513,Nicolás,Ramírez,32,2,26227434,539,7022083,Personal,Pagado
14514,Diego,Vargas,28,1,14354924,614,3900269,Negocio,Pagado
14515,Camilo,Castillo,36,7,31381787,555,17725378,Vivienda,Pagado
14516,Alejandra,Sánchez,28,4,22662478,464,7730140,Vivienda,Pagado
14517,Marcela,Castillo,33,8,37483398,652,13335111,Educacion,Pagado
14518,Carlos,Castillo,41,8,24869987,533,11067000,Vivienda,Pagado
14519,Héctor,Castillo,41,14,41853041,490,21671020,Negocio,No Pagado
14520,Diego,García,29,6,16080843,633,12718914,Coche,Pagado
14521,Camilo,Hernández,33,7,20763948,477,11612260,Coche,Pagado
14522,Carolina,Rivera,48,13,30414527,517,16698261,Personal,Pagado
14523,Miguel,Vargas,42,11,35651763,517,15525017,Coche,Pagado
14524,Andrea,Castillo,58,22,42531505,600,24588913,Personal,Pagado
14525,Laura,Ortiz,49,17,34258342,615,20341206,Educacion,No Pagado
14526,Miguel,Guerrero,49,18,42413838,423,23337839,Personal,No Pagado
14527,Miguel,Reyes,24,1,21858876,546,10769465,Vivienda,Pagado
14528,Daniela,Rodríguez,45,13,37199246,525,17454684,Vivienda,Pagado
14529,Diego,Flores,37,12,30988904,510,23201520,Educacion,Pagado
14530,Paola,Gutiérrez,32,3,34344548,616,8943439,Coche,Pagado
14531,Catalina,Aguilar,39,8,32129181,550,9358307,Coche,Pagado
14532,Camila,Medina,47,13,42228457,588,16115374,Personal,Pagado
14533,Valentina,Mendoza,43,13,36514610,548,22600461,Personal,Pagado
14534,Ricardo,Flores,29,6,19110618,549,5043587,Vivienda,Pagado
14535,Juan,Gutiérrez,45,11,38949438,645,18520938,Personal,Pagado
14536,Julián,Sánchez,31,0,20121013,376,12427858,Educacion,No Pagado
14537,Camilo,Cruz,40,10,32345069,600,16321660,Vivienda,Pagado
14538,Sofía,Ramírez,34,3,27927013,609,13637680,Personal,Pagado
14539,Paola,Cruz,35,2,16892909,548,9597311,Educacion,Pagado
14540,Diego,Pérez,45,8,26952489,513,18048333,Negocio,Pagado
14541,Diana,Ramos,27,3,26747295,442,11588720,Coche,No Pagado
14542,Natalia,Gómez,57,22,44481267,719,27534701,Vivienda,Pagado
14543,Sofía,Gómez,22,0,14918390,437,7959462,Vivienda,Pagado
14544,Julián,García,32,6,27232191,602,5296608,Personal,No Pagado
14545,Diego,Ramos,41,13,32671637,565,19282911,Coche,No Pagado
14546,María,López,43,6,35087941,662,7930919,Vivienda,Pagado
14547,Sofía,Castillo,36,9,29744391,512,12430979,Personal,Pagado
14548,María,López,37,7,30793014,444,15510445,Personal,No Pagado
14549,Camilo,López,42,12,31290708,545,18893606,Coche,Pagado
14550,Mariana,Gómez,35,5,28767974,445,7415396,Personal,Pagado
14551,Felipe,Rodríguez,51,12,45725445,722,24562989,Personal,Pagado
14552,Héctor,Medina,46,12,34361258,591,10529220,Coche,Pagado
14553,Alejandro,Rojas,46,17,43776591,604,32008835,Personal,Pagado
14554,José,Aguilar,28,6,23742198,549,8574689,Personal,Pagado
14555,Paula,Cruz,37,6,33072408,495,14064906,Personal,No Pagado
14556,Laura,López,34,2,26643856,516,14766672,Educacion,No Pagado
14557,Sofía,Guerrero,27,0,20832945,508,6298009,Educacion,Pagado
14558,Marcela,Hernández,41,13,36348648,652,21895262,Educacion,Pagado
14559,Alejandro,Martínez,32,2,30867987,456,15654282,Vivienda,Pagado
14560,Carlos,Pérez,44,10,36380486,513,17969407,Negocio,Pagado
14561,Isabela,Hernández,27,6,25792654,485,9767285,Personal,No Pagado
14562,Luis,Martínez,55,12,40757575,545,28361367,Coche,Pagado
14563,Lucía,López,29,8,33254432,433,9259333,Coche,No Pagado
14564,Ricardo,Torres,40,8,35201685,393,18652522,Personal,Pagado
14565,Alejandro,Bermúdez,45,8,35388542,454,21063227,Personal,No Pagado
14566,Diana,Ruiz,32,4,24986731,577,5731706,Negocio,Pagado
14567,Héctor,Ramírez,46,10,41289541,560,22100746,Educacion,Pagado
14568,Fernando,Bermúdez,25,3,17968979,542,6200711,Personal,Pagado
14569,Marcela,Hernández,52,13,32285624,539,11735859,Vivienda,Pagado
14570,Gabriel,Castro,38,2,28761997,528,16122599,Coche,Pagado
14571,Miguel,Ramos,32,4,31550022,609,19066760,Negocio,Pagado
14572,Miguel,Guerrero,35,2,34556544,615,13525660,Coche,Pagado
14573,Andrea,Flores,46,13,37063530,610,10941434,Coche,Pagado
14574,Fernando,Pérez,32,1,24617938,528,7180962,Negocio,Pagado
14575,Carlos,Gutiérrez,30,3,26597652,541,15563647,Coche,Pagado
14576,Mariana,López,35,7,27278252,546,6691428,Negocio,Pagado
14577,Luis,González,26,1,23382029,492,9400499,Vivienda,No Pagado
14578,Paola,López,56,18,45172991,565,34740879,Coche,Pagado
14579,Paula,López,32,7,31856841,582,21644518,Coche,Pagado
14580,Camilo,Guerrero,46,9,39614902,488,21100999,Coche,Pagado
14581,Marcela,Gómez,40,9,36451139,625,12082151,Vivienda,Pagado
14582,Diana,Morales,28,0,20573411,490,2247867,Negocio,No Pagado
14583,Natalia,Vargas,37,8,39829636,465,12385385,Personal,Pagado
14584,María,Díaz,45,11,38619559,526,19412043,Personal,Pagado
14585,María,Flores,36,4,29236470,481,16343651,Coche,No Pagado
14586,Mariana,Castro,49,14,35995285,533,9993796,Vivienda,Pagado
14587,Laura,Rodríguez,48,17,39914640,532,14816443,Personal,Pagado
14588,Daniel,Mendoza,47,11,37971898,526,23663797,Educacion,No Pagado
14589,Ana,Díaz,33,3,21861613,501,11621843,Personal,Pagado
14590,Gabriela,Castillo,27,3,20738414,499,11211567,Personal,No Pagado
14591,Catalina,Castillo,31,0,22570999,555,4058256,Personal,Pagado
14592,Miguel,Guerrero,39,7,31279603,524,21281662,Negocio,Pagado
14593,Isabela,Pérez,43,14,27386465,564,16428155,Vivienda,Pagado
14594,Luis,Rojas,22,0,17323647,489,7545547,Personal,Pagado
14595,Carolina,Flores,37,2,25913269,560,16946079,Coche,Pagado
14596,María,López,39,3,29295579,539,7325066,Vivienda,Pagado
14597,Juan,Pérez,35,7,33776382,493,17605935,Negocio,No Pagado
14598,Mariana,Castro,50,17,51861977,525,30616804,Educacion,Pagado
14599,Felipe,Morales,42,5,35391885,559,8374065,Personal,Pagado
14600,Paola,Rojas,51,16,35627889,640,15969263,Coche,Pagado
14601,Camila,Hernández,35,10,28072965,513,16541618,Vivienda,No Pagado
14602,Camilo,Guerrero,47,18,43179816,525,13784305,Vivienda,Pagado
14603,Daniel,Hernández,54,17,46416452,569,22336575,Vivienda,Pagado
14604,Felipe,Rodríguez,51,16,46736628,544,24924202,Coche,Pagado
14605,Gabriela,Castillo,27,0,20513245,466,4133352,Vivienda,No Pagado
14606,Camila,Sánchez,35,13,29182498,447,12091628,Educacion,No Pagado
14607,Juan,Bermúdez,34,4,35562120,514,3741225,Personal,Pagado
14608,Gabriela,Guerrero,42,7,33093353,559,9096418,Vivienda,Pagado
14609,Catalina,Pérez,44,10,30116628,490,21014138,Educacion,No Pagado
14610,Santiago,Guerrero,29,8,32775668,465,19462940,Personal,No Pagado
14611,Ana,Vargas,38,15,26119522,480,9988699,Coche,Pagado
14612,Daniela,Castillo,22,0,8000000,407,1183171,Educacion,No Pagado
14613,Alejandra,Díaz,52,18,47046933,525,19371336,Vivienda,Pagado
14614,Diego,Ramírez,32,5,30553504,509,12020079,Educacion,Pagado
14615,Diana,Cruz,38,5,31670064,462,16888521,Coche,No Pagado
14616,Camilo,Vargas,34,10,22687719,513,2198198,Coche,Pagado
14617,Alejandra,Mendoza,49,12,38705650,528,22811641,Personal,Pagado
14618,Felipe,Gutiérrez,22,5,18609157,438,5370258,Coche,No Pagado
14619,Isabela,Rivera,37,11,28713554,552,19248697,Educacion,Pagado
14620,Mariana,Aguilar,36,9,37060347,498,16699055,Coche,Pagado
14621,Camila,Ortiz,33,11,23766669,493,10563287,Coche,Pagado
14622,Carlos,Gómez,55,23,48580522,658,31962784,Coche,Pagado
14623,Julián,Pérez,29,3,29370234,461,8370260,Negocio,No Pagado
14624,Mariana,Vargas,45,9,37307207,642,20593463,Personal,Pagado
14625,Marcela,Torres,41,4,37205591,526,17216029,Coche,Pagado
14626,Fernando,Bermúdez,50,21,46018573,510,25525048,Educacion,Pagado
14627,Miguel,Torres,31,3,26746748,485,13651129,Coche,Pagado
14628,Carolina,Rodríguez,30,7,27434174,517,7705857,Personal,No Pagado
14629,Ricardo,Díaz,48,11,41067216,634,15622761,Educacion,Pagado
14630,Santiago,Gómez,42,15,34072304,590,14660560,Negocio,Pagado
14631,Gabriela,Mendoza,22,0,11490630,489,1753017,Coche,No Pagado
14632,Andrea,Castro,32,1,29170217,588,18935772,Vivienda,No Pagado
14633,Alejandro,Hernández,41,9,38808711,443,22303023,Vivienda,Pagado
14634,Ricardo,Ramírez,46,10,37659894,572,14070222,Vivienda,Pagado
14635,Fernando,Gómez,31,6,23058121,531,3755817,Coche,No Pagado
14636,Paula,Ramírez,22,0,10211414,502,6820806,Coche,No Pagado
14637,Carolina,Gómez,43,12,35829035,461,11599698,Personal,No Pagado
14638,Gabriel,González,25,1,13455248,438,5261297,Personal,No Pagado
14639,Valentina,Díaz,22,0,10555062,476,4369197,Personal,Pagado
14640,Lucía,González,22,0,17896342,550,6391906,Coche,No Pagado
14641,Andrés,Ramírez,46,18,35781152,663,14596637,Vivienda,Pagado
14642,Carolina,Sánchez,39,9,33526547,502,15913533,Personal,Pagado
14643,Alejandro,Pérez,35,1,25403521,453,5852476,Vivienda,Pagado
14644,Daniela,Sánchez,51,13,37566827,616,14816276,Educacion,Pagado
14645,Nicolás,Mendoza,44,11,27075424,692,9819882,Personal,Pagado
14646,Mariana,Martínez,54,22,41735559,641,17011843,Coche,Pagado
14647,José,Aguilar,24,4,16719317,452,4118041,Vivienda,Pagado
14648,Felipe,Castillo,37,5,22873461,686,6319245,Vivienda,Pagado
14649,Andrés,Cruz,22,7,19154778,527,5015568,Coche,Pagado
14650,Carolina,Sánchez,35,6,22463740,480,11900668,Vivienda,Pagado
14651,Sebastián,García,35,10,28981286,633,13335432,Personal,No Pagado
14652,Andrés,Pérez,44,8,35602056,504,23138946,Coche,No Pagado
14653,Andrea,Ortiz,38,1,23869150,497,9865578,Vivienda,Pagado
14654,Ricardo,Rodríguez,44,7,36127043,593,14501505,Personal,Pagado
14655,Héctor,Díaz,45,2,25793210,549,13251491,Educacion,Pagado
